,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Label
HPS1,172.7305907,0.712974316,2.024476853,0.352177065,0.724705476,0.931718895,
CG33506,288.362763,0.750969537,2.246906363,0.33422378,0.738210701,0.933655325,
U3-55K,711.8290407,-1.820368798,1.632850397,-1.11484114,0.264918504,0.614543169,
Pcf11,183.998729,9.878467488,1.873969371,5.271413526,1.35E-07,4.71E-06,
Kank,150.4223201,-0.325990499,1.678592677,-0.194204647,0.846015644,0.967839519,
Lap1,74.8580951,7.647997634,2.171544824,3.52191562,0.00042844,0.0045458,
aPKC,231.0483941,0.463104569,2.294070388,0.201870253,NA,NA,
ckn,267.5972226,-2.270960481,2.328916754,-0.975114494,NA,NA,
pcs,290.2055629,0.973715641,1.104390238,0.881677154,0.377951419,0.729836243,
CG7639,711.9345242,-4.616111954,2.030415505,-2.273481434,0.022997184,0.121453231,
hbs,75.69150886,-0.317687887,3.066914139,-0.103585517,0.917498282,0.983552725,
chn,40.31119349,4.653787877,2.036170629,2.285558888,0.022280078,0.117984051,
Rpb12,970.5060058,-0.113192463,0.684038247,-0.165476804,0.868568706,0.973469682,
CG8089,113.6374845,0.104419096,3.324412929,0.031409785,NA,NA,
CG7544,120.2718078,0.233379958,2.010986647,0.116052465,0.907610961,0.982806814,
GPHR,126.8793323,9.341838411,2.973811334,3.141368891,0.001681601,0.014665355,
CG11807,763.9334148,0.193985114,0.675482308,0.287180156,0.77397438,0.947782887,
row,237.8674717,1.138344398,1.915914588,0.594151955,NA,NA,
CG11808,232.4157168,-1.167787799,1.884864206,-0.619560706,0.535547043,0.844326184,
mRpL41,367.6390988,-0.357595688,0.890141893,-0.40172886,0.687883582,0.914747335,
CG8079,136.3079433,0.244206075,2.338335121,0.104435875,NA,NA,
scb,23.12559979,6.874468164,3.908128203,1.759018079,0.078574438,0.287942984,
Xpc,166.0575683,4.039345908,2.336182945,1.729036639,0.083802538,0.299629755,
CG8155,154.2686314,10.58746531,2.464576471,4.295855873,1.74E-05,0.000300893,
Arf51F,2290.374572,-0.334406645,0.439995197,-0.7600234,0.447240598,0.784525163,
unc-5,735.7996338,3.299109278,1.654006129,1.994617323,0.046084633,0.202153337,
Pms2,83.38168388,1.390376935,3.165540358,0.439222622,0.660500235,0.904150066,
dup,325.5022134,2.06710906,1.943846389,1.063411734,0.287595274,0.638165295,
SRPK,2068.841954,0.437344954,0.681543781,0.641697519,0.5210696,0.836798472,
CG8180,155.2589698,0.150822914,2.352667155,0.064107204,NA,NA,
Pgant1,691.8341843,1.161140688,1.326039838,0.875645403,0.381222834,0.732336713,
Khc-73,88.75834524,2.712672779,1.493876543,1.81586142,0.069391633,0.264597606,
CG30467,56.04181826,-3.290023518,3.260493719,-1.009056849,NA,NA,
CG8187,44.09452496,1.001874962,3.729544782,0.26863197,NA,NA,
Vha36-1,950.3111489,-0.421276704,0.586060984,-0.718827418,0.472247262,0.803908395,
eIF2Bgamma,887.2846176,-0.710673874,0.541150921,-1.313263723,0.189094098,0.507995936,
CG8192,22.56842671,7.814410196,3.41308852,2.289542199,0.022047869,0.11685967,
CG8195,56.49035621,6.606680255,1.759304921,3.755278677,0.000173149,0.00212035,
Flo1,630.3404461,0.193137419,0.711406445,0.271486743,0.786016695,0.950839558,
CG30466,166.5942601,-0.805363882,2.357795597,-0.341574937,0.732670801,0.933655325,
Cdk5,454.7906416,0.176855854,1.644522134,0.107542398,0.914358692,0.983552725,
CG8204,93.90799709,-1.607478636,1.501295214,-1.070727876,0.284291805,0.63587033,
fus,84.98409081,9.727251075,2.425175442,4.010947376,6.05E-05,0.000876964,
asRNA:CR45143,51.17916837,0.713902018,2.061999249,0.346218369,0.729178611,0.933602614,
CG8207,269.6416964,1.969982754,1.769029646,1.113595105,0.265452927,0.615272992,
Vha14-1,1374.775228,-0.468495128,0.412564472,-1.135568279,0.256137291,0.602953542,
Impbeta11,172.0939871,-0.115062907,2.815439945,-0.040868535,0.967400702,0.993499891,
CG30089,89.94424846,-0.987537398,3.723908277,-0.265188432,0.790864306,0.951305064,
Zasp52,81.73593567,7.138820422,2.148425122,3.322815559,NA,NA,
tun,392.1309378,-0.6366094,2.431133747,-0.261857004,NA,NA,
Gpo1,91.17146677,7.311150539,1.591851992,4.59285824,4.37E-06,9.21E-05,
Rif1,11.29560391,5.826908186,3.909582542,1.490416975,0.136114632,0.412128634,
sli,40.19477953,3.385090434,2.77351356,1.220506178,0.222273049,0.555044545,
bdg,24.23557013,7.917550343,3.772624543,2.098684948,0.035844682,0.167734696,
Diap2,635.7298262,-2.090753106,1.107757392,-1.887374548,0.059109966,0.238468346,
bug,115.11838,2.97099314,2.490562952,1.192900239,0.232908446,0.569573049,
Mlf,1521.886211,-0.031232998,0.640856801,-0.048736313,0.961129437,0.991987351,
Strn-Mlck,62.51049806,-0.285692952,2.970426212,-0.096179111,0.923378321,0.983798762,
CG8366,285.2855457,8.280850998,1.133440807,7.305940414,2.75E-13,5.78E-11,
CG8314,604.2552367,0.44236956,1.554994025,0.284483125,0.776040164,0.948032452,
Pex11,275.2817724,0.821081564,1.751917136,0.468676027,0.639301225,0.894930364,
CG8320,831.9894381,-0.376898285,0.949073643,-0.397122276,0.691277294,0.916661408,
ATPCL,665.3837406,1.455508517,1.130387546,1.287619031,0.197878611,0.520649273,
CG8370,122.2648847,10.25216219,2.694703288,3.804560688,0.000142056,0.001788021,
Ufc1,314.0414854,0.509206399,0.910069446,0.559524772,0.57580363,0.861456564,
CG8389,137.4061814,2.65874856,2.181895024,1.218550173,0.223014971,0.5559296,
CG8388,45.09232147,7.845611589,3.535602456,2.219031038,0.026484613,0.135253306,
Prosbeta1,2186.707507,-0.047697642,0.413792999,-0.11526933,0.908231648,0.982806814,
Rrp42,487.9786372,0.188919928,1.763407637,0.107133441,0.914683118,0.983552725,
CG8397,735.453475,-0.543779774,0.435863545,-1.247591775,0.212180592,0.53944402,
CG8399,1137.573687,0.562249908,1.507984132,0.37284869,0.709261062,0.925424312,
casp,419.8303336,0.780410555,1.98995463,0.392175049,0.694928878,0.919376986,
CG8405,223.9395377,1.342227284,2.550449527,0.526270867,0.598700021,0.873429419,
Dg,329.7671603,1.516248858,1.702326728,0.890692035,0.373094409,0.729010651,
mRpL34,375.6153776,-0.760963286,0.710563263,-1.070929677,0.284201051,0.63587033,
CG8414,19.70938547,-2.762991896,3.740850724,-0.73859988,NA,NA,
Rho1,8437.024578,-0.284461616,0.52578425,-0.541023464,0.58849141,0.867990981,
Ric,212.4561052,0.367882527,2.648660578,0.138893798,0.889534072,0.98000761,
spin,235.4972935,1.797991564,1.800770229,0.998456957,0.318057826,0.671531574,
Got1,1300.077799,0.555379295,0.951162649,0.583895189,0.55929083,0.853932315,
CG30094,57.3602344,-0.907712113,2.920139605,-0.310845451,0.755918115,0.940994885,
CysRS,702.1097252,-1.054430149,0.972440242,-1.084313569,0.278225791,0.631534541,
sotv,127.1470212,3.004144825,2.579264507,1.164729254,0.244128604,0.584516469,
CG10731,102.0109648,3.788598528,2.041649196,1.855655975,0.06350261,0.249510923,
lbk,17.73661758,-1.463482108,2.87776342,-0.508548444,NA,NA,
CG8435,405.770003,-0.864752105,1.813875116,-0.476742912,0.633545202,0.892005268,
Lis-1,845.2703283,1.37346112,1.4430914,0.951749224,0.341224179,0.69642907,
CG8441,313.7563953,0.65854353,1.761107971,0.373937056,0.708451147,0.925394631,
clu,167.4836394,-7.409391423,2.497315739,-2.966942189,0.003007775,0.023923819,
calypso,220.9566349,-3.376818288,2.139343475,-1.578436715,0.114465316,0.3694615,
CG44242,952.3004873,-0.640962761,0.607838324,-1.054495473,0.291656132,0.642080429,
Shark,140.6131779,1.457175524,2.625664649,0.554973966,0.578912468,0.862585572,
mrj,1771.241238,-1.865509024,0.591347446,-3.154675031,0.00160677,0.014156339,
asRNA:CR43898,7.638609567,-2.697329255,3.764555977,-0.716506614,0.473678585,0.804574602,
fidipidine,332.6542116,2.003292155,2.126583921,0.94202356,0.346180578,0.702398839,
csul,159.5755766,-0.554306119,2.392009587,-0.231732399,0.816745866,0.958577803,
Khc,425.3330801,1.011647277,2.28538225,0.442659987,0.658011689,0.902846103,
asRNA:CR43730,2.962130419,-0.045471196,3.780867193,-0.012026658,0.990404347,0.997642054,
CG7747,51.39203542,-0.224970392,3.310875715,-0.067948909,0.945826305,0.990190266,
Atg9,100.8753283,1.534396901,2.916636875,0.526084311,0.598829629,0.873429419,
lncRNA:CR45232,4.662053453,-1.6519815,3.599323191,-0.458970038,0.646255682,0.898277964,
Vha44,1196.638451,0.179000987,0.649559284,0.275572979,0.782876066,0.950645363,
Hmgs,668.0309438,-0.691844843,1.685974033,-0.410353202,0.68154687,0.913053318,
CG7997,1161.441356,9.825213289,0.821585998,11.95883731,5.84E-33,3.43E-29,
Nup62,1398.095084,0.070791866,0.778438713,0.090940834,0.927539604,0.984993732,
wcd,306.6441364,-1.096050479,1.580390088,-0.693531608,0.487975997,0.815317705,
Sema2b,128.7238592,4.045313292,2.37345645,1.704397522,0.088306847,0.310036771,
Sema2a,1218.94456,0.535887165,1.373938879,0.390037121,0.696509098,0.91955745,
RpS15,5485.822098,-0.335769308,0.582811539,-0.57611987,0.564534162,0.856054428,
Lst,498.5423566,-4.727879281,2.137513154,-2.211859736,0.026976358,0.137142821,
Cdk4,274.844743,-1.458901117,0.866043989,-1.684557753,0.092073928,0.318359146,
RpLP2,9563.773464,-0.898126532,0.486893662,-1.844605099,0.065095005,0.253714375,
CG8311,456.9424747,0.749176882,1.723404219,0.434707583,0.663774694,0.904839436,
CG8306,1037.237001,0.569831417,1.81618554,0.313751764,NA,NA,
CG8303,619.0826017,-0.510926136,1.226945533,-0.416421204,0.677101815,0.91096463,
Picot,342.782525,3.104242848,2.448648832,1.267737051,0.204891869,0.53141714,
Pgant9,253.7589214,4.197562242,1.450177648,2.894515887,0.003797437,0.028988746,
Idgf6,2826.801227,-0.810745909,0.62594615,-1.295232679,0.195239975,0.517645725,
unc-104,71.20148635,5.385214978,2.305351044,2.335963103,0.019493165,0.105604444,
Sod2,1090.840811,0.313766926,0.492416565,0.637198154,0.52399578,0.838336198,
CG5522,79.3468551,9.628476154,2.46708401,3.902775955,9.51E-05,0.001256118,
lncRNA:CR43650,81.22107942,9.662119352,2.344418728,4.121328343,3.77E-05,0.000582686,
IntS8,149.9581741,1.756397245,2.992777347,0.586878689,0.557285184,0.853387402,
Fen1,583.4572488,-0.37630396,1.848683292,-0.203552421,0.838703277,0.964488649,
Dek,406.272781,2.602681324,0.832023477,3.128134476,0.001759197,0.015229099,
Psi,213.5464231,-0.884593684,2.157223003,-0.410061307,0.681760976,0.913053318,
eEF1beta,7481.637039,-0.22493015,0.321014879,-0.700684501,0.483499931,0.812700198,
CG6426,448.1322982,-0.419596782,1.015430784,-0.413220466,0.679445095,0.913053318,
Pkc53E,3.077287609,1.221725801,2.845484656,0.429355962,0.667664197,0.906721799,
mute,50.57154177,8.011719971,2.857463586,2.80378725,0.005050622,0.036516059,
Ufm1,987.6437049,0.41973316,0.57779315,0.726441911,0.467567906,0.799873152,
CG6665,418.0078212,-0.138132576,2.181130528,-0.063330724,0.94950315,0.990211804,
ste24a,799.923892,-1.235247408,0.497352789,-2.483644278,0.013004564,0.077841984,
AsnRS-m,716.5755305,-0.0869166,1.49264891,-0.058229768,0.953565609,0.990468523,
NiPp1,119.9061404,-4.792144992,2.823215178,-1.697406925,0.089619754,0.313189605,
CG6805,333.1294337,0.934554818,1.984205296,0.470997038,0.63764285,0.894312735,
Ehbp1,112.2869525,2.412059875,2.732541351,0.882716697,0.377389359,0.729836243,
CG8963,445.5458097,3.908878911,1.579903064,2.474125786,0.013356266,0.079461673,
RhoGEF2,148.5211293,-0.579328803,2.320964835,-0.249606885,0.802891373,0.955730152,
CG9646,172.3949317,10.74775647,2.043178376,5.260312359,1.44E-07,4.94E-06,
fat-spondin,139.7584235,-2.9009103,3.427961741,-0.846249322,0.397413672,0.74703603,
tef,124.4864608,-1.934947643,3.077125921,-0.62881653,NA,NA,
CG8950,144.0155922,10.48834056,1.982880342,5.289447041,1.23E-07,4.40E-06,
Sply,1034.988327,-1.615500305,1.057972547,-1.526977529,0.126766599,0.393727427,
CG6984,294.8983039,-0.318637063,1.800768036,-0.17694509,0.85955152,0.970317618,
GstS1,3655.889049,-0.968712222,0.61096465,-1.585545451,0.112842459,0.366052965,
CG15611,485.6011923,0.374274184,1.784623166,0.209721689,0.833884897,0.962036393,
CG11400,138.7502823,-2.892860083,3.471026194,-0.833430784,0.404601819,0.753564478,
Gbp2,286.6422665,-9.676216951,2.567313688,-3.769004542,NA,NA,
CG43103,45.63314071,1.652335671,3.730533674,0.442922063,0.657822108,0.90279672,
mbl,858.6608062,-2.891782774,0.73064221,-3.957864378,7.56E-05,0.001033747,
CG10939,1262.680066,-0.443889882,1.722951139,-0.257633471,0.796689795,0.953219051,
Camp,361.0146256,0.165365563,1.654401012,0.099954945,0.920380095,0.983552725,
Prosalpha5,1384.38936,0.575220953,0.355721771,1.617052986,0.105866844,0.350188693,
cnk,270.9034706,2.748294226,1.749934027,1.57051305,0.116295801,0.373136854,
l(2)k01209,333.9789356,-0.808793568,1.121507914,-0.72116617,0.470807283,0.803448558,
CG6550,470.396424,1.048228349,2.223613808,0.471407555,0.637349722,0.894312735,
Mtap,854.3624282,-0.729346528,1.461720852,-0.498964304,0.617804531,0.88572074,
Bap55,2096.971478,-1.672142131,0.500088609,-3.343691701,0.000826716,0.008085581,
EDTP,75.80916309,8.596656161,1.991440704,4.316802476,1.58E-05,0.000279436,
mthl4,171.2927981,0.435002468,1.063584375,0.40899667,0.682542105,0.913560385,
mthl3,1554.848911,-0.235932815,0.580541847,-0.406401047,0.68444795,0.914568095,
CG10764,65.71479862,1.121962909,3.728151082,0.30094352,0.763457564,0.94356332,
robl,8904.659617,-1.568076318,0.646746235,-2.424561957,0.015326868,0.088585377,
CG14478,1150.285248,-0.144832586,0.609447295,-0.237645793,0.81215583,0.957528178,
Tes,208.0671051,4.670262022,2.205574447,2.117481016,0.034219045,0.162866028,
qkr54B,54.02358429,-2.636673326,3.249266212,-0.811467314,NA,NA,
NT5E-2,90.07092169,-2.214696881,3.15835651,-0.701218141,NA,NA,
nw,4343.535242,0.86847234,0.503940723,1.723362095,0.084823065,0.301992717,
CG4853,418.0295149,0.793409919,1.765167548,0.449481365,0.653084448,0.899922513,
APC10,302.288197,1.36530273,1.745863832,0.782021315,0.434202047,0.776294401,
CG4866,3783.5638,-1.225986069,0.684079528,-1.792168921,0.073105911,0.274579263,
Patronin,77.3548586,3.90286998,2.494016612,1.564893338,0.117607921,0.376114995,
eIF3b,1443.971031,1.722302736,1.57925065,1.090582256,0.275456741,0.629523609,
cyp33,302.3472968,-1.075963978,0.615649168,-1.747690136,0.080517698,0.292511142,
RpL18A,5488.336417,-0.05468042,0.278425574,-0.196391515,0.844303737,0.967152796,
MESR4,235.3403982,-1.136195579,1.776753608,-0.639478414,0.522511752,0.837613033,
Klp54D,48.23595269,8.910205801,2.645809384,3.367667321,0.00075807,0.007501576,
Ns2,1043.751801,-1.265427299,0.979639826,-1.291727086,0.196451674,0.518750339,
POSH,61.51699791,9.261003576,3.034826594,3.051575861,0.002276435,0.018793379,
UQCR-6.4,555.8782856,-0.792495951,0.562986292,-1.407664739,0.159230368,0.457233073,
CG42239,1756.194738,-0.3214363,0.441225731,-0.728507605,0.466302915,0.799071122,
Rab4,1156.769833,-0.460445413,0.483244645,-0.952820519,0.340681016,0.69642907,
Dcr-2,130.918382,9.387257606,1.879065948,4.995704178,5.86E-07,1.65E-05,
RhoGAP54D,66.88271288,0.179041555,3.727507333,0.048032516,0.961690329,0.992070157,
icln,774.7566199,-0.780902799,0.842832159,-0.926522311,0.354174608,0.710282616,
CG30105,443.9374566,-0.671925793,0.761789045,-0.882036566,0.377757034,0.729836243,
Smurf,340.9949478,2.433211508,2.49345461,0.975839503,0.329144005,0.685439111,
CG10936,194.1267329,-0.147740801,2.413330679,-0.061218631,NA,NA,
eIF3c,462.6858926,7.552372364,1.073032801,7.038342499,1.95E-12,3.47E-10,
CG30108,133.5431186,0.674000828,1.16708168,0.57750956,0.563595282,0.8557236,
CG30109,146.0057834,-0.831000688,2.003621726,-0.41474929,0.678325446,0.911984668,
P32,6109.607466,-0.880657933,0.463345472,-1.900650782,0.057347769,0.233448952,
Sema1b,867.5645183,1.070008335,0.899375826,1.189723254,0.234155182,0.570395425,
swi2,39.5548522,8.623828509,3.161019804,2.728179209,0.0063685,0.043782506,
rdgBbeta,214.364311,-1.855029627,2.269806727,-0.817263252,0.413778002,0.759300288,
Uhg1,257.441682,-0.193483035,0.707293959,-0.27355392,0.78442745,0.950839558,
snoRNA:Me28S-A3407a,9.758746173,-1.344269492,3.744076039,-0.359039047,0.719565879,0.928322465,
Dlish,1236.894315,0.277234417,0.646421189,0.42887582,0.668013598,0.906721799,
Snx16,286.6603754,-1.220011857,1.893940308,-0.64416595,0.519467828,0.835640913,
CG4984,11.49555441,5.858862065,3.90952084,1.498613847,0.133973838,0.407186258,
CG34195,73.71461726,1.351307085,3.079764929,0.438769554,0.660828523,0.904388838,
Hyccin,122.8552679,9.294716484,1.916100406,4.850850434,1.23E-06,3.17E-05,
PIG-A,246.7605668,-1.900277356,2.80850244,-0.676615882,NA,NA,
Vps50,62.64909635,9.287486896,2.711478507,3.425248207,0.000614238,0.006203593,
sub,98.50183082,-2.033303684,2.796789958,-0.727013367,0.467217767,0.799873152,
CG5009,152.7751651,8.682881169,1.719371703,5.050031447,4.42E-07,1.29E-05,
OstDelta,2985.321155,0.823172234,0.489488777,1.68169787,0.092627441,0.319708808,
aft,289.0993275,2.007872386,2.134715723,0.940580689,0.346919782,0.703079939,
Ubc10,810.8798313,-0.118887533,0.661762056,-0.179652991,0.857425001,0.969765779,
CG5033,697.3757467,0.185095759,2.589501571,0.0714793,0.943016299,0.989107172,
lncRNA:CR45270,93.11209492,-0.136913917,1.281258847,-0.106858904,0.914900916,0.983552725,
grh,300.7761861,0.218717235,0.789877166,0.276900313,0.781856652,0.950645363,
olf186-F,298.8323729,-2.513177618,2.534513921,-0.991581698,0.321401621,0.676162752,
Mapmodulin,2922.861267,-0.530157621,0.572801466,-0.925552137,0.354678777,0.710566411,
lncRNA:CR44417,130.5848834,0.129957507,2.387302823,0.05443696,0.956587033,0.990890989,
PPO1,24.96610409,3.789132068,3.756525786,1.008679904,NA,NA,
CG5773,131.7529232,-1.333308295,1.983955947,-0.672045313,0.50155485,0.820523075,
CG5757,819.8527678,-0.144747615,0.975945134,-0.14831532,0.882093925,0.97663482,
CG5098,53.34576197,-1.894295772,3.729067279,-0.50798112,NA,NA,
stau,373.1560738,-5.151124895,2.834626329,-1.817214792,NA,NA,
Spn55B,190.7492843,-0.114781097,1.723660132,-0.06659149,0.94690692,0.990190266,
Hsf,177.3568953,6.219437855,2.183819413,2.847963444,0.004399998,0.03261436,
Pcl,173.6631574,0.627442344,2.423584913,0.258890184,0.795719972,0.953164964,
pAbp,27560.87679,-0.02333142,0.362667257,-0.064332854,0.948705194,0.990211804,
EMRE,1238.230021,-0.914363493,0.744406812,-1.228311561,0.219330033,0.550949544,
CG5742,87.06329015,9.762116479,3.002284537,3.251562721,0.001147724,0.010725476,
adp,1266.38131,-0.680182361,1.076864305,-0.631632377,0.527627125,0.840101428,
lolal,1546.598591,-0.450125821,0.419720857,-1.072440919,0.283522037,0.635357417,
CG10914,146.8957215,10.51680758,2.490273056,4.223154388,2.41E-05,0.000397767,
CG10915,60.88318709,9.246214537,2.478663261,3.730322986,0.000191234,0.002308165,
Nup75,276.5787657,3.773247772,1.839588423,2.051136941,0.040253613,0.182148372,
Dgp-1,203.15155,3.206685809,2.049936589,1.564285367,0.117750567,0.376161866,
CG10916,408.2270512,1.489190319,1.523999449,0.977159355,0.328490266,0.684779017,
CG5726,31.60562992,4.290126362,3.402193416,1.260988379,NA,NA,
nopo,171.6309397,1.878062793,2.575820433,0.729112468,0.465932868,0.799071122,
CG5721,2640.56527,-0.181985598,0.65827609,-0.276457857,0.782196424,0.950645363,
fj,674.845304,1.578959844,1.391392929,1.134805137,0.256456973,0.603222925,
Ote,576.2018367,-1.468204782,1.03096258,-1.424110642,0.154414446,0.448886308,
pen-2,490.7839082,-1.53426606,0.846409949,-1.812674888,0.06988198,0.266017477,
sbb,757.0486054,1.536321601,1.140372332,1.347210518,0.177912441,0.490971517,
GstE1,797.1341407,12.95694123,1.410834763,9.183882884,4.16E-20,2.22E-17,
GstE3,28.32511321,-1.082846381,3.406987429,-0.317831047,0.750613099,0.937747884,
GstE5,67.85190122,-3.54294718,3.619798459,-0.978769183,0.32769404,0.684014761,
